Date,Sessions,Bots,Users,Pages/Session,ScrollDepth%,ActiveTime_s,TotalTime_s,DeadClick%,RageClick%,ScriptError%,Excess%,Quickback%,Mobile%,FBIG%,TopSource,iOS%,Android%,ErrorClick%
2026-05-30,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0.0
